date,3m
2022-04-04,-0.447
2022-04-08,-0.449
2022-04-14,-0.452
2022-04-22,-0.427
2022-04-28,-0.438
2022-05-04,-0.427
2022-05-10,-0.417
2022-05-16,-0.403
2022-05-20,-0.348
2022-05-26,-0.352
2022-06-01,-0.335
2022-06-07,-0.298
2022-06-13,-0.281
2022-06-17,-0.169
2022-06-23,-0.186
2022-06-29,-0.191
2022-07-05,-0.145
2022-07-11,-0.07
2022-07-15,0.072
2022-07-21,0.145
2022-07-27,0.238
2022-08-02,0.26
2022-08-08,0.301
2022-08-12,0.333
2022-08-18,0.391
2022-08-24,0.493
2022-08-30,0.62
2022-09-05,0.783
2022-09-09,0.934
2022-09-15,1.03
2022-09-21,1.118
2022-09-27,1.228
2022-10-03,1.185
2022-10-07,1.288
2022-10-13,1.378
2022-10-19,1.462
2022-10-25,1.577
2022-10-31,1.704
2022-11-04,1.734
2022-11-10,1.798
2022-11-16,1.803
2022-11-22,1.863
2022-11-28,1.954
2022-12-02,1.975
2022-12-08,1.99
2022-12-14,2.081
2022-12-20,2.081
2022-12-27,2.128
2023-01-02,2.162
2023-01-06,2.254
2023-01-12,2.288
2023-01-18,2.342
2023-01-24,2.501
2023-01-30,2.482
2023-02-03,2.545
2023-02-09,2.607
2023-02-15,2.682
2023-02-21,2.682
2023-02-27,2.716
2023-03-03,2.849
2023-03-09,2.948
2023-03-15,2.815
2023-03-21,2.908
2023-03-27,3.012
2023-03-31,3.038
2023-04-06,3.075
2023-04-14,3.175
2023-04-20,3.211
2023-04-26,3.242
2023-05-03,3.275
2023-05-09,3.27
2023-05-15,3.358
2023-05-19,3.415
2023-05-25,3.457
2023-05-31,3.463
2023-06-06,3.476
2023-06-12,3.478
2023-06-16,3.572
2023-06-22,3.6
2023-06-28,3.598
2023-07-04,3.613
2023-07-10,3.661
2023-07-14,3.66
2023-07-20,3.698
2023-07-26,3.714
2023-08-01,3.723
2023-08-07,3.754
2023-08-11,3.781
2023-08-17,3.815
2023-08-23,3.826
2023-08-29,3.783
2023-09-04,3.798
2023-09-08,3.8
2023-09-14,3.867
2023-09-20,3.934
2023-09-26,3.941
2023-10-02,3.951
2023-10-06,3.983
2023-10-12,3.965
2023-10-18,3.993
2023-10-24,3.941
2023-10-30,3.968
2023-11-03,3.956
2023-11-09,3.987
2023-11-15,3.994
2023-11-21,3.973
2023-11-27,3.951
2023-12-01,3.96
2023-12-07,3.969
2023-12-13,3.925
2023-12-19,3.923
2023-12-27,3.925
2024-01-03,3.929
2024-01-09,3.928
2024-01-15,3.928
2024-01-19,3.958
2024-01-25,3.925
2024-01-31,3.905
2024-02-06,3.932
2024-02-12,3.912
2024-02-16,3.933
2024-02-22,3.945
2024-02-28,3.942
2024-03-05,3.926
2024-03-11,3.928
2024-03-15,3.928
2024-03-21,3.926
2024-03-27,3.908
2024-04-04,3.891
2024-04-10,3.912
2024-04-16,3.904
2024-04-22,3.891
2024-04-26,3.865
2024-05-03,3.827
2024-05-09,3.806
2024-05-15,3.816
2024-05-21,3.823
2024-05-27,3.8
2024-05-31,3.785
2024-06-06,3.755
2024-06-12,3.72
2024-06-18,3.717
2024-06-24,3.682
2024-06-28,3.711
2024-07-04,3.708
2024-07-10,3.704
2024-07-16,3.674
2024-07-22,3.705
2024-07-26,3.655
2024-08-01,3.638
2024-08-07,3.569
2024-08-13,3.542
2024-08-19,3.551
2024-08-23,3.525
2024-08-29,3.505
2024-09-04,3.449
2024-09-10,3.46
2024-09-16,3.488
2024-09-20,3.436
2024-09-26,3.345
2024-10-02,3.246
2024-10-08,3.265
2024-10-14,3.205
2024-10-18,3.201
2024-10-24,3.072
2024-10-30,3.056
2024-11-05,3.057
2024-11-11,3.04
2024-11-15,2.998
2024-11-21,3.005
2024-11-27,2.912
2024-12-03,2.879
2024-12-09,2.862
2024-12-13,2.843
2024-12-19,2.839
2024-12-27,2.683
2025-01-03,2.731
2025-01-09,2.789
2025-01-15,2.748
2025-01-21,2.681
2025-01-27,2.641
2025-01-31,2.589
2025-02-06,2.535
2025-02-12,2.553
2025-02-18,2.516
2025-02-24,2.521
2025-02-28,2.464
2025-03-06,2.511
2025-03-12,2.527
2025-03-18,2.426
2025-03-24,2.367
2025-03-28,2.328
2025-04-03,2.349
2025-04-09,2.301
2025-04-15,2.263
2025-04-23,2.158
2025-04-29,2.176
2025-05-06,2.143
2025-05-12,2.139
2025-05-16,2.101
2025-05-22,2.049
2025-05-28,2.011
2025-06-03,1.971
2025-06-09,1.955
2025-06-13,2.004
2025-06-19,2.036
2025-06-25,1.993
2025-07-01,1.961
2025-07-07,1.944
2025-07-11,2.026
2025-07-17,2.024
2025-07-23,1.939
2025-07-29,2.026
2025-08-04,1.994
2025-08-08,2.019
2025-08-14,2.034
2025-08-20,2.034
2025-08-26,2.022
2025-09-01,2.074
2025-09-05,2.053
2025-09-11,2.014
2025-09-17,2.024
2025-09-23,1.996
2025-09-29,2.016
2025-10-03,2.02
2025-10-09,2.025
2025-10-15,2.016
2025-10-21,2.038
2025-10-27,2.084
2025-10-31,2.04
2025-11-06,1.998
2025-11-12,2.048
2025-11-18,2.051
2025-11-24,2.059
2025-11-28,2.06
2025-12-04,2.055
