date,Euribor_3m,Euribor_1w,Euribor_1m,Euribor_6m,Euribor_12m,VIX,EuroStoxx_Banks,Bund_10Y,ECB_Deposit,ECB_Marginal,ECB_Main,ECB_Yield_10Y,ECB_Yield_1Y,ECB_Yield_10Y,ECB_Yield_1Y,TIME PERIOD,Euro short-term rate - Calculation method (EST.B.EU000A2X2A25.CM),Euro short-term rate - Number of active banks (EST.B.EU000A2X2A25.NB),Euro short-term rate - Number of transactions (EST.B.EU000A2X2A25.NT),Euro short-term rate - Rate at 25th percentile of volume (EST.B.EU000A2X2A25.R25),Euro short-term rate - Rate at 75th percentile of volume (EST.B.EU000A2X2A25.R75),Euro short-term rate - Publication type (EST.B.EU000A2X2A25.RP),Euro short-term rate - Total volume (EST.B.EU000A2X2A25.TT),Euro short-term rate - Share of volume of the 5 largest active banks (EST.B.EU000A2X2A25.VL),Euro short-term rate - Volume-weighted trimmed mean rate (EST.B.EU000A2X2A25.WT),OIS_1m,OIS_3m
2016-07-12,-0.291,-0.377,-0.369,-0.191,-0.061,13.55,18338.031109719177,-0.154285714285714,-0.4,0.25,0.0,0.704084,-0.679436,-0.094686,-0.65823,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-07-18,-0.295,-0.377,-0.371,-0.191,-0.061,12.44,18338.031109719177,-0.154285714285714,-0.4,0.25,0.0,0.752567,-0.673638,-0.075358,-0.653492,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-07-22,-0.297,-0.377,-0.371,-0.189,-0.05,12.02,18338.031109719177,-0.154285714285714,-0.4,0.25,0.0,0.747748,-0.642112,-0.052533,-0.631379,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-07-28,-0.296,-0.377,-0.371,-0.186,-0.049,12.72,18338.031109719177,-0.154285714285714,-0.4,0.25,0.0,0.589507,-0.642062,-0.121802,-0.644523,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-08-03,-0.299,-0.375,-0.371,-0.183,-0.047,12.86,19982.25284476459,-0.131739130434783,-0.4,0.25,0.0,0.634349,-0.625496,-0.093508,-0.636598,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-08-09,-0.298,-0.379,-0.369,-0.187,-0.047,11.66,19982.25284476459,-0.131739130434783,-0.4,0.25,0.0,0.655585,-0.652149,-0.113569,-0.640569,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-08-15,-0.298,-0.379,-0.369,-0.189,-0.05,11.81,19982.25284476459,-0.131739130434783,-0.4,0.25,0.0,0.651244,-0.639886,-0.113898,-0.633385,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-08-19,-0.298,-0.379,-0.369,-0.189,-0.047,11.34,19982.25284476459,-0.131739130434783,-0.4,0.25,0.0,0.648418,-0.639499,-0.108128,-0.629172,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-08-25,-0.298,-0.378,-0.37,-0.192,-0.049,13.63,19982.25284476459,-0.131739130434783,-0.4,0.25,0.0,0.66356,-0.640764,-0.097985,-0.635439,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-08-31,-0.299,-0.38,-0.372,-0.192,-0.052,13.42,21312.24553711243,-0.131739130434783,-0.4,0.25,0.0,0.638905,-0.649854,-0.117694,-0.643433,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-09-06,-0.303,-0.381,-0.372,-0.197,-0.054,12.02,21312.24553711243,-0.0840909090909091,-0.4,0.25,0.0,0.71126,-0.674164,-0.105098,-0.655338,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-09-12,-0.303,-0.379,-0.371,-0.198,-0.057,15.16,21312.24553711243,-0.0840909090909091,-0.4,0.25,0.0,0.848169,-0.64721,-0.002604,-0.629546,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-09-16,-0.301,-0.381,-0.371,-0.201,-0.054,15.37,21312.24553711243,-0.0840909090909091,-0.4,0.25,0.0,0.892172,-0.668202,-0.00723,-0.648231,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-09-22,-0.301,-0.378,-0.371,-0.201,-0.059,12.02,21312.24553711243,-0.0840909090909091,-0.4,0.25,0.0,0.719014,-0.682801,-0.09653,-0.661597,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-09-28,-0.302,-0.378,-0.371,-0.202,-0.061,12.39,21312.24553711243,-0.0840909090909091,-0.4,0.25,0.0,0.635164,-0.722986,-0.166124,-0.721464,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-10-04,-0.301,-0.381,-0.372,-0.202,-0.064,13.63,20509.447750287083,0.002,-0.4,0.25,0.0,0.704254,-0.71181,-0.11533,-0.725634,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-10-10,-0.305,-0.381,-0.371,-0.203,-0.064,13.38,20509.447750287083,0.002,-0.4,0.25,0.0,0.92527,-0.694419,0.026097,-0.729482,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-10-14,-0.311,-0.379,-0.371,-0.204,-0.072,16.12,20509.447750287083,0.002,-0.4,0.25,0.0,0.913882,-0.698872,0.032679,-0.732629,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-10-20,-0.313,-0.381,-0.372,-0.211,-0.073,13.75,20509.447750287083,0.002,-0.4,0.25,0.0,0.836381,-0.704145,-0.006982,-0.752107,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-10-26,-0.313,-0.381,-0.372,-0.212,-0.07,14.24,20509.447750287083,0.002,-0.4,0.25,0.0,0.952007,-0.67293,0.069673,-0.737049,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-11-01,-0.313,-0.379,-0.374,-0.211,-0.069,18.56,23198.663743605804,0.189090909090909,-0.4,0.25,0.0,1.094878,-0.64922,0.176821,-0.702304,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-11-07,-0.312,-0.379,-0.373,-0.211,-0.07,18.71,23198.663743605804,0.189090909090909,-0.4,0.25,0.0,1.029448,-0.679257,0.142677,-0.741747,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-11-11,-0.312,-0.379,-0.374,-0.21,-0.069,14.17,23198.663743605804,0.189090909090909,-0.4,0.25,0.0,1.283029,-0.656325,0.31346,-0.744166,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-11-17,-0.312,-0.379,-0.372,-0.215,-0.075,13.35,23198.663743605804,0.189090909090909,-0.4,0.25,0.0,1.258454,-0.691487,0.326136,-0.731366,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-11-23,-0.313,-0.381,-0.373,-0.22,-0.078,12.43,23198.663743605804,0.189090909090909,-0.4,0.25,0.0,1.314885,-0.737699,0.329146,-0.762316,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-11-29,-0.314,-0.381,-0.372,-0.219,-0.079,12.9,23198.663743605804,0.189090909090909,-0.4,0.25,0.0,1.282706,-0.799736,0.272263,-0.802319,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-12-05,-0.313,-0.38,-0.373,-0.218,-0.078,12.14,23338.55308487316,0.251904761904762,-0.4,0.25,0.0,1.418915,-0.752894,0.384298,-0.779228,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-12-09,-0.316,-0.379,-0.371,-0.217,-0.081,11.75,23338.55308487316,0.251904761904762,-0.4,0.25,0.0,1.581118,-0.79042,0.392885,-0.797781,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-12-15,-0.316,-0.381,-0.37,-0.217,-0.081,12.79,23338.55308487316,0.251904761904762,-0.4,0.25,0.0,1.599119,-0.799379,0.411561,-0.770923,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-12-21,-0.315,-0.379,-0.369,-0.216,-0.082,11.27,23338.55308487316,0.251904761904762,-0.4,0.25,0.0,1.400496,-0.798075,0.30962,-0.798751,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2016-12-28,-0.319,-0.369,-0.366,-0.221,-0.082,12.95,23338.55308487316,0.251904761904762,-0.4,0.25,0.0,1.321097,-0.823744,0.256049,-0.846919,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-01-03,-0.319,-0.374,-0.37,-0.221,-0.084,12.85,26180.185823154818,0.250909090909091,-0.4,0.25,0.0,1.440636,-0.814979,0.31561,-0.778623,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-01-09,-0.322,-0.379,-0.371,-0.23,-0.088,11.56,26180.185823154818,0.250909090909091,-0.4,0.25,0.0,1.477295,-0.764912,0.347276,-0.751347,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-01-13,-0.327,-0.379,-0.372,-0.236,-0.094,11.23,26180.185823154818,0.250909090909091,-0.4,0.25,0.0,1.486247,-0.758606,0.329043,-0.775024,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-01-19,-0.329,-0.38,-0.372,-0.24,-0.1,12.78,26180.185823154818,0.250909090909091,-0.4,0.25,0.0,1.573181,-0.749878,0.402441,-0.746078,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-01-25,-0.328,-0.379,-0.372,-0.242,-0.101,10.81,26180.185823154818,0.250909090909091,-0.4,0.25,0.0,1.694317,-0.686769,0.488779,-0.64568,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-01-31,-0.327,-0.379,-0.372,-0.243,-0.101,11.99,26283.536903643384,0.250909090909091,-0.4,0.25,0.0,1.627684,-0.718941,0.496979,-0.70255,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-02-06,-0.328,-0.379,-0.373,-0.244,-0.101,11.37,26283.536903643384,0.258,-0.4,0.25,0.0,1.577125,-0.813982,0.40808,-0.768145,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-02-10,-0.329,-0.379,-0.371,-0.24,-0.101,10.85,26283.536903643384,0.258,-0.4,0.25,0.0,1.59125,-0.8251,0.399113,-0.776355,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-02-16,-0.328,-0.379,-0.372,-0.239,-0.106,11.76,26283.536903643384,0.258,-0.4,0.25,0.0,1.648437,-0.813265,0.417139,-0.799675,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-02-22,-0.33,-0.379,-0.371,-0.239,-0.111,11.74,26283.536903643384,0.258,-0.4,0.25,0.0,1.5378,-0.934684,0.308911,-0.874594,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-02-28,-0.33,-0.378,-0.371,-0.239,-0.114,12.92,25394.09124125692,0.258,-0.4,0.25,0.0,1.457861,-0.916928,0.252148,-0.881034,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-03-06,-0.329,-0.379,-0.374,-0.241,-0.111,11.24,25394.09124125692,0.348260869565217,-0.4,0.25,0.0,1.561281,-0.861411,0.371804,-0.863521,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-03-10,-0.329,-0.379,-0.372,-0.241,-0.109,11.66,25394.09124125692,0.348260869565217,-0.4,0.25,0.0,1.734948,-0.88183,0.503834,-0.907851,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-03-16,-0.329,-0.379,-0.371,-0.241,-0.111,11.21,25394.09124125692,0.348260869565217,-0.4,0.25,0.0,1.651798,-0.827804,0.497902,-0.858116,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-03-22,-0.33,-0.38,-0.373,-0.242,-0.106,12.81,25394.09124125692,0.348260869565217,-0.4,0.25,0.0,1.546164,-0.800218,0.437988,-0.827612,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-03-28,-0.33,-0.38,-0.373,-0.242,-0.11,11.53,25394.09124125692,0.348260869565217,-0.4,0.25,0.0,1.520668,-0.734929,0.426598,-0.781527,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-04-03,-0.33,-0.379,-0.372,-0.243,-0.111,12.38,28443.470090823677,0.225555555555556,-0.4,0.25,0.0,1.528392,-0.820877,0.368814,-0.780192,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-04-07,-0.33,-0.38,-0.373,-0.241,-0.116,12.87,28443.470090823677,0.225555555555556,-0.4,0.25,0.0,1.402934,-0.835281,0.273969,-0.809507,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-04-13,-0.331,-0.38,-0.372,-0.246,-0.12,15.96,28443.470090823677,0.225555555555556,-0.4,0.25,0.0,1.332024,-0.893423,0.234562,-0.834835,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-04-21,-0.331,-0.379,-0.371,-0.249,-0.124,14.63,28443.470090823677,0.225555555555556,-0.4,0.25,0.0,1.342438,-0.809171,0.302579,-0.808445,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-04-27,-0.329,-0.379,-0.373,-0.248,-0.121,10.36,28443.470090823677,0.225555555555556,-0.4,0.25,0.0,1.47353,-0.747366,0.379178,-0.771133,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-05-04,-0.329,-0.379,-0.374,-0.25,-0.126,10.46,29654.452448063472,0.336363636363636,-0.4,0.25,0.0,1.55963,-0.742799,0.433481,-0.770977,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-05-10,-0.329,-0.38,-0.374,-0.249,-0.124,10.21,29654.452448063472,0.336363636363636,-0.4,0.25,0.0,1.58294,-0.709091,0.456886,-0.742006,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-05-16,-0.331,-0.379,-0.371,-0.25,-0.128,10.65,29654.452448063472,0.336363636363636,-0.4,0.25,0.0,1.651377,-0.666119,0.491834,-0.699359,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-05-22,-0.329,-0.379,-0.374,-0.251,-0.129,10.93,29654.452448063472,0.336363636363636,-0.4,0.25,0.0,1.626493,-0.699849,0.457936,-0.706539,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-05-26,-0.329,-0.379,-0.371,-0.254,-0.13,9.81,29654.452448063472,0.336363636363636,-0.4,0.25,0.0,1.560514,-0.726239,0.40318,-0.718198,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-06-01,-0.329,-0.379,-0.374,-0.254,-0.131,9.89,29452.97003862616,0.25047619047619,-0.4,0.25,0.0,1.577341,-0.753539,0.38851,-0.743474,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-06-07,-0.329,-0.379,-0.371,-0.259,-0.134,10.39,29452.97003862616,0.25047619047619,-0.4,0.25,0.0,1.508632,-0.787792,0.339493,-0.758923,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-06-13,-0.331,-0.379,-0.373,-0.27,-0.149,10.42,29452.97003862616,0.25047619047619,-0.4,0.25,0.0,1.501799,-0.74615,0.345027,-0.724097,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-06-19,-0.329,-0.38,-0.374,-0.271,-0.156,10.37,29452.97003862616,0.25047619047619,-0.4,0.25,0.0,1.496491,-0.685004,0.365865,-0.689756,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-06-23,-0.331,-0.38,-0.374,-0.273,-0.163,10.02,29452.97003862616,0.25047619047619,-0.4,0.25,0.0,1.413545,-0.663027,0.331197,-0.679051,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-06-29,-0.331,-0.379,-0.373,-0.27,-0.156,11.44,29452.97003862616,0.25047619047619,-0.4,0.25,0.0,1.585564,-0.614994,0.508294,-0.663909,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-07-05,-0.331,-0.379,-0.373,-0.274,-0.16,11.07,29806.86919302641,0.455714285714286,-0.4,0.25,0.0,1.709823,-0.61624,0.565135,-0.653008,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-07-11,-0.331,-0.378,-0.374,-0.273,-0.155,10.89,29806.86919302641,0.455714285714286,-0.4,0.25,0.0,1.776722,-0.641125,0.642235,-0.665831,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-07-17,-0.33,-0.379,-0.373,-0.274,-0.151,9.82,29806.86919302641,0.455714285714286,-0.4,0.25,0.0,1.727579,-0.672111,0.600842,-0.692422,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-07-21,-0.331,-0.379,-0.374,-0.272,-0.152,9.36,29806.86919302641,0.455714285714286,-0.4,0.25,0.0,1.678532,-0.673135,0.535187,-0.698686,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-07-27,-0.329,-0.38,-0.371,-0.272,-0.153,10.11,29806.86919302641,0.455714285714286,-0.4,0.25,0.0,1.720162,-0.704551,0.557976,-0.706834,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-08-02,-0.331,-0.379,-0.373,-0.273,-0.153,10.28,30905.10491700595,0.346086956521739,-0.4,0.25,0.0,1.660053,-0.71556,0.517289,-0.703521,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-08-08,-0.328,-0.379,-0.374,-0.269,-0.152,10.96,30905.10491700595,0.346086956521739,-0.4,0.25,0.0,1.626256,-0.696263,0.500081,-0.701547,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-08-14,-0.329,-0.379,-0.372,-0.271,-0.158,12.33,30905.10491700595,0.346086956521739,-0.4,0.25,0.0,1.566965,-0.741289,0.445465,-0.733191,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-08-18,-0.329,-0.379,-0.371,-0.271,-0.158,14.26,30905.10491700595,0.346086956521739,-0.4,0.25,0.0,1.536001,-0.732433,0.427469,-0.728753,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-08-24,-0.329,-0.379,-0.371,-0.272,-0.159,12.23,30905.10491700595,0.346086956521739,-0.4,0.25,0.0,1.518981,-0.750353,0.401918,-0.749711,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-08-30,-0.33,-0.379,-0.372,-0.273,-0.161,11.22,30905.10491700595,0.346086956521739,-0.4,0.25,0.0,1.525017,-0.748135,0.400036,-0.754572,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-09-05,-0.329,-0.378,-0.372,-0.274,-0.161,12.23,29961.37383860528,0.347142857142857,-0.4,0.25,0.0,1.550239,-0.787877,0.392738,-0.778813,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-09-11,-0.331,-0.379,-0.373,-0.274,-0.168,10.73,29961.37383860528,0.347142857142857,-0.4,0.25,0.0,1.5335,-0.789653,0.374887,-0.778495,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-09-15,-0.329,-0.38,-0.371,-0.271,-0.171,10.17,29961.37383860528,0.347142857142857,-0.4,0.25,0.0,1.633746,-0.741331,0.47689,-0.739234,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-09-21,-0.33,-0.38,-0.373,-0.272,-0.171,9.67,29961.37383860528,0.347142857142857,-0.4,0.25,0.0,1.640728,-0.720761,0.493025,-0.752025,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-09-27,-0.329,-0.379,-0.372,-0.273,-0.171,9.87,29961.37383860528,0.347142857142857,-0.4,0.25,0.0,1.686419,-0.728235,0.517925,-0.757494,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-10-03,-0.33,-0.38,-0.373,-0.273,-0.171,9.51,31549.222257020563,0.3725,-0.4,0.25,0.0,1.681184,-0.741773,0.515484,-0.75739,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-10-09,-0.329,-0.379,-0.373,-0.274,-0.176,10.33,31549.222257020563,0.3725,-0.4,0.25,0.0,1.637959,-0.751431,0.495594,-0.748262,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-10-13,-0.329,-0.381,-0.371,-0.274,-0.181,9.61,31549.222257020563,0.3725,-0.4,0.25,0.0,1.623715,-0.758844,0.461155,-0.77715,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-10-19,-0.329,-0.381,-0.373,-0.274,-0.183,10.05,31549.222257020563,0.3725,-0.4,0.25,0.0,1.589503,-0.769049,0.443334,-0.789702,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-10-25,-0.331,-0.379,-0.373,-0.274,-0.183,11.23,31549.222257020563,0.3725,-0.4,0.25,0.0,1.709159,-0.731269,0.542535,-0.758527,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2017-10-31,-0.331,-0.379,-0.372,-0.276,-0.185,10.18,30989.664891951143,0.3725,-0.4,0.25,0.0,1.610108,-0.775815,0.43855,-0.787721,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-11-06,-0.329,-0.379,-0.371,-0.276,-0.191,9.4,30989.664891951143,0.308181818181818,-0.4,0.25,0.0,1.569189,-0.772096,0.400209,-0.781843,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-11-10,-0.329,-0.379,-0.371,-0.275,-0.191,11.29,30989.664891951143,0.308181818181818,-0.4,0.25,0.0,1.646046,-0.783207,0.459161,-0.789651,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-11-16,-0.329,-0.38,-0.372,-0.275,-0.192,11.76,30989.664891951143,0.308181818181818,-0.4,0.25,0.0,1.611766,-0.772559,0.440928,-0.776196,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-11-22,-0.329,-0.378,-0.371,-0.272,-0.186,9.88,30989.664891951143,0.308181818181818,-0.4,0.25,0.0,1.533249,-0.743196,0.425845,-0.770672,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-11-28,-0.329,-0.379,-0.371,-0.274,-0.186,10.03,30989.664891951143,0.308181818181818,-0.4,0.25,0.0,1.515564,-0.748217,0.413427,-0.774263,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-12-04,-0.326,-0.374,-0.368,-0.272,-0.19,11.68,30220.273514980687,0.296842105263158,-0.4,0.25,0.0,1.479053,-0.748294,0.397994,-0.785179,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
2017-12-08,-0.326,-0.377,-0.369,-0.271,-0.191,9.58,30220.273514980687,0.296842105263158,-0.4,0.25,0.0,1.470234,-0.791126,0.371493,-0.820284,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.44,-0.44
