date,Euribor_3m,Euribor_1w,Euribor_1m,Euribor_6m,Euribor_12m,VIX,EuroStoxx_Banks,Bund_10Y,ECB_Deposit,ECB_Marginal,ECB_Main,ECB_Yield_10Y,ECB_Yield_1Y,ECB_Yield_10Y,ECB_Yield_1Y,TIME PERIOD,Euro short-term rate - Calculation method (EST.B.EU000A2X2A25.CM),Euro short-term rate - Number of active banks (EST.B.EU000A2X2A25.NB),Euro short-term rate - Number of transactions (EST.B.EU000A2X2A25.NT),Euro short-term rate - Rate at 25th percentile of volume (EST.B.EU000A2X2A25.R25),Euro short-term rate - Rate at 75th percentile of volume (EST.B.EU000A2X2A25.R75),Euro short-term rate - Publication type (EST.B.EU000A2X2A25.RP),Euro short-term rate - Total volume (EST.B.EU000A2X2A25.TT),Euro short-term rate - Share of volume of the 5 largest active banks (EST.B.EU000A2X2A25.VL),Euro short-term rate - Volume-weighted trimmed mean rate (EST.B.EU000A2X2A25.WT),OIS_1m,OIS_3m
2010-03-03,0.655,0.343,0.414,0.957,1.214,18.83,33926.29710825765,3.10217391304348,0.25,1.75,1.0,5.144027,1.050231,3.529489,0.589223,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-03-09,0.652,0.343,0.411,0.956,1.216,17.92,33926.29710825765,3.10217391304348,0.25,1.75,1.0,5.123226,1.02504,3.499187,0.573459,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-03-15,0.646,0.337,0.406,0.956,1.219,18.0,33926.29710825765,3.10217391304348,0.25,1.75,1.0,5.108318,1.112937,3.519991,0.619902,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-03-19,0.642,0.336,0.401,0.951,1.214,16.97,33926.29710825765,3.10217391304348,0.25,1.75,1.0,5.102734,1.06727,3.499452,0.608856,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-03-25,0.635,0.343,0.4,0.946,1.212,18.4,33926.29710825765,3.10217391304348,0.25,1.75,1.0,5.075263,1.040939,3.501447,0.590399,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-03-31,0.634,0.34,0.397,0.944,1.212,17.59,37228.311932352015,3.10217391304348,0.25,1.75,1.0,5.021503,1.021696,3.462697,0.600486,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-04-06,0.638,0.345,0.401,0.949,1.222,16.23,37228.311932352015,3.0645,0.25,1.75,1.0,4.955738,1.055081,3.506911,0.632484,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-04-12,0.642,0.344,0.403,0.953,1.224,15.58,37228.311932352015,3.0645,0.25,1.75,1.0,4.991034,1.094768,3.523134,0.649386,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-04-16,0.644,0.347,0.405,0.954,1.224,18.36,37228.311932352015,3.0645,0.25,1.75,1.0,4.993028,0.98384,3.479744,0.59507,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-04-22,0.644,0.347,0.404,0.955,1.223,16.47,37228.311932352015,3.0645,0.25,1.75,1.0,4.996365,1.060385,3.426441,0.620142,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-04-28,0.654,0.349,0.408,0.964,1.235,21.08,37228.311932352015,3.0645,0.25,1.75,1.0,4.865797,1.097671,3.409327,0.614561,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-05-04,0.668,0.355,0.416,0.974,1.24,23.84,34725.96304415909,2.73428571428571,0.25,1.75,1.0,4.88326,0.967992,3.340877,0.572042,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-05-10,0.682,0.362,0.422,0.981,1.245,28.84,34725.96304415909,2.73428571428571,0.25,1.75,1.0,5.126786,0.771316,3.378167,0.459226,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-05-14,0.684,0.361,0.423,0.979,1.242,31.24,34725.96304415909,2.73428571428571,0.25,1.75,1.0,4.936029,0.701295,3.257722,0.423864,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-05-20,0.692,0.362,0.425,0.986,1.253,45.79,34725.96304415909,2.73428571428571,0.25,1.75,1.0,4.827474,0.802157,3.090359,0.495518,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-05-26,0.697,0.362,0.426,0.989,1.258,35.02,34725.96304415909,2.73428571428571,0.25,1.75,1.0,4.663399,0.892608,3.045314,0.530419,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-06-01,0.702,0.361,0.428,0.991,1.262,35.54,30653.5128927863,2.54318181818182,0.25,1.75,1.0,4.429599,0.466401,2.986138,0.273142,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-06-07,0.711,0.365,0.433,0.998,1.268,36.57,30653.5128927863,2.54318181818182,0.25,1.75,1.0,4.623877,0.504743,3.115852,0.281356,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-06-11,0.719,0.367,0.438,1.003,1.271,28.79,30653.5128927863,2.54318181818182,0.25,1.75,1.0,4.556952,0.443731,3.062875,0.261444,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-06-17,0.729,0.364,0.443,1.011,1.281,25.05,30653.5128927863,2.54318181818182,0.25,1.75,1.0,4.60936,0.53042,3.118427,0.309305,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-06-23,0.739,0.381,0.455,1.024,1.296,26.91,30653.5128927863,2.54318181818182,0.25,1.75,1.0,4.586926,0.627962,3.094372,0.379559,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-06-29,0.761,0.415,0.479,1.039,1.306,34.13,30653.5128927863,2.54318181818182,0.25,1.75,1.0,4.544077,0.579755,3.017826,0.380067,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-07-05,0.793,0.456,0.515,1.06,1.329,34.13,30628.45808539513,2.6159090909090894,0.25,1.75,1.0,4.473112,0.614792,2.948422,0.446772,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-07-09,0.822,0.491,0.547,1.081,1.351,24.98,30628.45808539513,2.6159090909090894,0.25,1.75,1.0,4.450387,0.738445,2.977673,0.547393,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-07-15,0.846,0.517,0.574,1.101,1.369,25.14,30628.45808539513,2.6159090909090894,0.25,1.75,1.0,4.50219,0.801988,3.015996,0.561843,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-07-21,0.881,0.576,0.628,1.13,1.398,25.64,30628.45808539513,2.6159090909090894,0.25,1.75,1.0,4.455818,0.736704,2.996051,0.550401,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-07-27,0.893,0.584,0.638,1.141,1.413,23.19,30628.45808539513,2.6159090909090894,0.25,1.75,1.0,4.467066,0.886656,3.079522,0.62279,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-08-02,0.898,0.577,0.646,1.145,1.418,22.01,36032.98882973171,2.35,0.25,1.75,1.0,4.450952,0.846327,3.041723,0.596125,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-08-06,0.905,0.568,0.649,1.154,1.428,21.74,36032.98882973171,2.35,0.25,1.75,1.0,4.243211,0.771211,2.840479,0.588645,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-08-12,0.899,0.555,0.647,1.154,1.423,25.73,36032.98882973171,2.35,0.25,1.75,1.0,4.248927,0.611279,2.765534,0.47146,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-08-18,0.894,0.538,0.641,1.149,1.423,24.59,36032.98882973171,2.35,0.25,1.75,1.0,4.041533,0.593118,2.661282,0.469069,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-08-24,0.889,0.527,0.633,1.141,1.417,27.46,36032.98882973171,2.35,0.25,1.75,1.0,3.852635,0.501177,2.519969,0.413625,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-08-30,0.888,0.517,0.624,1.137,1.415,27.21,36032.98882973171,2.35,0.25,1.75,1.0,3.731191,0.542905,2.495263,0.438564,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-09-03,0.883,0.511,0.62,1.134,1.414,21.31,32968.99467585343,2.30045454545455,0.25,1.75,1.0,4.018828,0.605154,2.678106,0.462653,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-09-09,0.879,0.502,0.617,1.134,1.415,22.81,32968.99467585343,2.30045454545455,0.25,1.75,1.0,3.896994,0.663726,2.640941,0.491638,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-09-15,0.876,0.5,0.617,1.139,1.422,22.1,32968.99467585343,2.30045454545455,0.25,1.75,1.0,4.020201,0.748023,2.736581,0.53432,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-09-21,0.879,0.504,0.618,1.139,1.428,22.35,32968.99467585343,2.30045454545455,0.25,1.75,1.0,4.081802,0.818951,2.801789,0.566666,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-09-27,0.879,0.515,0.618,1.138,1.422,22.54,32968.99467585343,2.30045454545455,0.25,1.75,1.0,3.996559,0.726709,2.648876,0.556011,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-10-01,0.942,0.64,0.704,1.184,1.464,22.5,33455.47551936528,2.34571428571429,0.25,1.75,1.0,3.95796,0.885936,2.718026,0.713115,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-10-07,0.965,0.663,0.744,1.197,1.472,21.56,33455.47551936528,2.34571428571429,0.25,1.75,1.0,3.925429,0.804482,2.640352,0.663971,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-10-13,0.985,0.728,0.769,1.209,1.48,19.07,33455.47551936528,2.34571428571429,0.25,1.75,1.0,3.997131,0.772366,2.650822,0.641269,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-10-19,1.008,0.758,0.792,1.231,1.499,20.63,33455.47551936528,2.34571428571429,0.25,1.75,1.0,4.086265,0.914116,2.759141,0.75768,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-10-25,1.032,0.804,0.83,1.253,1.521,19.85,33455.47551936528,2.34571428571429,0.25,1.75,1.0,4.037089,0.988365,2.789957,0.809517,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-10-29,1.045,0.779,0.847,1.269,1.54,21.2,33455.47551936528,2.34571428571429,0.25,1.75,1.0,4.094376,1.020371,2.857754,0.843303,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-11-04,1.05,0.758,0.849,1.274,1.544,18.52,33855.308487316004,2.53272727272727,0.25,1.75,1.0,4.037416,0.983701,2.770306,0.836567,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-11-10,1.048,0.805,0.852,1.274,1.546,18.47,33855.308487316004,2.53272727272727,0.25,1.75,1.0,4.140232,0.96285,2.780015,0.822086,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-11-16,1.046,0.792,0.846,1.275,1.545,22.58,33855.308487316004,2.53272727272727,0.25,1.75,1.0,4.322288,1.033206,2.941144,0.823088,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-11-22,1.039,0.68,0.816,1.265,1.54,18.37,33855.308487316004,2.53272727272727,0.25,1.75,1.0,4.338777,1.033248,3.015624,0.817214,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-11-26,1.028,0.604,0.796,1.26,1.531,22.22,33855.308487316004,2.53272727272727,0.25,1.75,1.0,4.364204,0.960704,3.093908,0.742975,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-12-02,1.027,0.641,0.815,1.258,1.528,19.39,27980.98966489195,2.9147619047619,0.25,1.75,1.0,4.401343,0.860586,3.202665,0.67788,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-12-08,1.03,0.722,0.822,1.26,1.527,17.74,27980.98966489195,2.9147619047619,0.25,1.75,1.0,4.689576,0.935105,3.358332,0.692818,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-12-14,1.026,0.663,0.819,1.254,1.53,17.61,27980.98966489195,2.9147619047619,0.25,1.75,1.0,4.584098,1.033476,3.364122,0.726619,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-12-20,1.022,0.613,0.809,1.254,1.533,16.41,27980.98966489195,2.9147619047619,0.25,1.75,1.0,4.573049,1.029885,3.321265,0.72362,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-12-24,1.014,0.666,0.803,1.243,1.521,16.41,27980.98966489195,2.9147619047619,0.25,1.75,1.0,4.62466,0.925525,3.33185,0.637395,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2010-12-30,1.01,0.628,0.79,1.234,1.514,17.52,27980.98966489195,2.9147619047619,0.25,1.75,1.0,4.690964,0.85695,3.358578,0.599058,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-01-05,0.998,0.569,0.762,1.223,1.504,17.02,29541.70581480321,3.0166666666666706,0.25,1.75,1.0,4.63048,0.885245,3.308689,0.611565,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-01-11,0.995,0.555,0.752,1.222,1.505,16.89,29541.70581480321,3.0166666666666706,0.25,1.75,1.0,4.719,0.895186,3.295761,0.608606,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-01-17,1.009,0.666,0.771,1.249,1.544,16.89,29541.70581480321,3.0166666666666706,0.25,1.75,1.0,4.686487,1.190076,3.380505,0.776005,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-01-21,1.025,0.746,0.799,1.27,1.578,18.47,29541.70581480321,3.0166666666666706,0.25,1.75,1.0,4.662574,1.369302,3.49747,0.904157,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-01-27,1.057,0.9,0.872,1.301,1.615,16.15,29541.70581480321,3.0166666666666706,0.25,1.75,1.0,4.642655,1.421859,3.506199,0.944745,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-02-02,1.083,0.885,0.91,1.333,1.666,17.3,33725.8586491283,3.199,0.25,1.75,1.0,4.684615,1.519245,3.521654,1.033622,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-02-08,1.079,0.855,0.903,1.336,1.683,15.81,33725.8586491283,3.199,0.25,1.75,1.0,4.808976,1.528652,3.58433,1.040831,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-02-14,1.091,0.916,0.911,1.354,1.716,15.95,33725.8586491283,3.199,0.25,1.75,1.0,4.84727,1.54286,3.61515,1.033855,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-02-18,1.078,0.743,0.871,1.348,1.721,16.43,33725.8586491283,3.199,0.25,1.75,1.0,4.782056,1.513685,3.552533,1.019631,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-02-24,1.088,0.708,0.862,1.371,1.752,21.32,33725.8586491283,3.199,0.25,1.75,1.0,4.640675,1.546236,3.45634,1.071677,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-03-02,1.095,0.698,0.865,1.381,1.775,20.7,34801.1274663326,3.21173913043478,0.25,1.75,1.0,4.701913,1.567495,3.520356,1.073587,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-03-08,1.18,0.895,0.905,1.493,1.946,19.82,34801.1274663326,3.21173913043478,0.25,1.75,1.0,4.578595,1.764668,3.588456,1.233903,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-03-14,1.174,0.839,0.892,1.487,1.94,21.13,34801.1274663326,3.21173913043478,0.25,1.75,1.0,4.536076,1.679746,3.508704,1.17356,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-03-18,1.172,0.781,0.89,1.479,1.916,24.44,34801.1274663326,3.21173913043478,0.25,1.75,1.0,4.58056,1.646758,3.48419,1.162046,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-03-24,1.197,0.804,0.912,1.506,1.953,18.0,34801.1274663326,3.21173913043478,0.25,1.75,1.0,4.619619,1.73124,3.562081,1.2315,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-03-30,1.231,0.807,0.96,1.541,1.992,17.71,34801.1274663326,3.21173913043478,0.25,1.75,1.0,4.649883,1.815265,3.655605,1.278597,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-04-05,1.262,0.787,1.003,1.568,2.025,17.25,31712.07850506316,3.34052631578947,0.25,1.75,1.0,4.609061,1.862034,3.665011,1.311308,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-04-11,1.311,1.107,1.116,1.612,2.083,16.59,31712.07850506316,3.34052631578947,0.25,1.75,1.0,4.654283,1.97588,3.743542,1.39141,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-04-15,1.332,1.151,1.161,1.631,2.104,15.32,31712.07850506316,3.34052631578947,0.5,2.0,1.25,4.58728,1.929619,3.673592,1.380242,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-04-21,1.356,1.198,1.191,1.655,2.126,14.69,31712.07850506316,3.34052631578947,0.5,2.0,1.25,4.536027,1.866772,3.581579,1.368904,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-04-29,1.385,1.226,1.237,1.675,2.132,14.75,31712.07850506316,3.34052631578947,0.5,2.0,1.25,4.464979,1.900845,3.55415,1.413089,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-05-05,1.424,1.202,1.254,1.713,2.173,18.2,32269.54796951665,3.06090909090909,0.5,2.0,1.25,4.498673,1.881397,3.548174,1.395904,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-05-11,1.42,1.196,1.245,1.701,2.141,16.95,32269.54796951665,3.06090909090909,0.5,2.0,1.25,4.417305,1.824283,3.452352,1.371527,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-05-17,1.428,1.179,1.241,1.71,2.149,17.55,32269.54796951665,3.06090909090909,0.5,2.0,1.25,4.418833,1.816779,3.426915,1.388905,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-05-23,1.434,1.193,1.245,1.716,2.15,18.27,32269.54796951665,3.06090909090909,0.5,2.0,1.25,4.409339,1.753276,3.36588,1.355531,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-05-27,1.43,1.122,1.232,1.708,2.135,15.98,32269.54796951665,3.06090909090909,0.5,2.0,1.25,4.488571,1.643191,3.317806,1.289992,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-06-02,1.435,1.026,1.224,1.714,2.137,18.09,31105.54337613529,2.89090909090909,0.5,2.0,1.25,4.473934,1.67661,3.316884,1.329883,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-06-08,1.452,1.077,1.239,1.733,2.151,18.79,31105.54337613529,2.89090909090909,0.5,2.0,1.25,4.562462,1.736732,3.385041,1.401742,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-06-14,1.477,1.261,1.274,1.741,2.137,18.26,31105.54337613529,2.89090909090909,0.5,2.0,1.25,4.574194,1.643309,3.364326,1.378584,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-06-20,1.51,1.304,1.311,1.764,2.144,19.99,31105.54337613529,2.89090909090909,0.5,2.0,1.25,4.562548,1.581145,3.369974,1.354308,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-06-24,1.528,1.203,1.31,1.769,2.145,21.1,31105.54337613529,2.89090909090909,0.5,2.0,1.25,4.520416,1.428732,3.296271,1.274244,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-06-30,1.547,1.189,1.325,1.788,2.162,16.52,30155.548595886838,2.89090909090909,0.5,2.0,1.25,4.59914,1.625812,3.407358,1.388328,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-07-06,1.569,1.14,1.342,1.814,2.189,16.34,30155.548595886838,2.74380952380952,0.5,2.0,1.25,4.53761,1.62781,3.348311,1.392469,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-07-12,1.599,1.453,1.442,1.818,2.178,19.87,30155.548595886838,2.74380952380952,0.5,2.0,1.25,4.40075,1.399584,3.2167,1.231769,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-07-18,1.608,1.465,1.465,1.812,2.169,20.95,30155.548595886838,2.74380952380952,0.75,2.25,1.5,4.286061,1.251079,3.146939,1.141162,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-07-22,1.611,1.3,1.445,1.824,2.192,17.52,30155.548595886838,2.74380952380952,0.75,2.25,1.5,4.500529,1.449087,3.256352,1.239471,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-07-28,1.61,1.251,1.436,1.824,2.183,23.74,30155.548595886838,2.74380952380952,0.75,2.25,1.5,4.427509,1.337892,3.116904,1.152386,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-08-03,1.601,1.2,1.431,1.812,2.172,23.38,26989.23687232488,2.21347826086957,0.75,2.25,1.5,4.366908,1.19433,3.005593,1.04351,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-08-09,1.555,1.281,1.392,1.745,2.086,35.06,26989.23687232488,2.21347826086957,0.75,2.25,1.5,4.166638,0.820579,2.936189,0.710589,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-08-15,1.538,1.149,1.362,1.74,2.078,31.87,26989.23687232488,2.21347826086957,0.75,2.25,1.5,4.329804,0.795916,2.859597,0.730562,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-08-19,1.533,1.118,1.344,1.73,2.066,43.05,26989.23687232488,2.21347826086957,0.75,2.25,1.5,4.082459,0.713818,2.674672,0.648941,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-08-25,1.539,1.11,1.349,1.745,2.085,39.76,26989.23687232488,2.21347826086957,0.75,2.25,1.5,4.190892,0.753161,2.744612,0.658745,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
2011-08-31,1.542,1.101,1.351,1.749,2.089,31.62,21676.57375508925,2.21347826086957,0.75,2.25,1.5,4.221869,0.802915,2.763444,0.667379,01 Oct 2019,0.0,32.0,432.0,-0.57,-0.53,0.0,35996.0,54.0,-0.549,-0.32,-0.45
